player_id,nickname,real_name,age,country,current_team,teams,total_kills,total_deaths,headshot_percentage,damage_per_round,grenade_dmg_per_round,maps_played,rounds_played,kills_per_death,kills_per_round,assists_per_round,deaths_per_round,saved_by_teammate_per_round,saved_teammates_per_round,rounds_with_kills,kill_to_death_diff,total_opening_kills,total_opening_deaths,opening_kill_ratio,opening_kill_rating,team_win_percent_after_first_kill,first_kill_in_won_rounds,0_kill_rounds,1_kill_rounds,2_kill_rounds,3_kill_rounds,4_kill_rounds,5_kill_rounds,rifle_kills,sniper_kills,smg_kills,pistol_kills,grenade_kills,other_kills,rating
9686,Gratisfaction,Sean Kaiwai,26,New Zealand,EXTREMUM,"Grayhound, Renegades, 100 Thieves, Immunity, EXTREMUM",16191,14502,31.9%,73.2,3.3,897,23347,1.12,0.69,0.12,0.62,0.1,0.1,10996,K - D diff.,2957,2250,1.31,1.14,74.5%,17.7%,12351,7054,2890,870,163,19,4576,8064,592,2785,166,49,1.05
17011,shalfey,Alexandr Marenov,20,Russia,forZe,"forZe, Unique, Dracarys",7532,6744,46.7%,77.0,3.6,396,10659,1.12,0.71,0.12,0.63,0.08,0.09,5166,K - D diff.,1199,983,1.22,1.08,72.6%,16.1%,5493,3359,1332,391,84,0,5469,569,327,1080,84,26,1.11
15683,SLOWLY,Kelun Sun,20,China,TYLOO,"TYLOO, EHOME",10379,9750,59.3%,79.0,2.9,540,14298,1.06,0.73,0.13,0.68,0.1,0.1,6823,K - D diff.,1638,1699,0.96,1.04,70.7%,15.4%,7475,4178,1869,655,107,14,7792,101,568,1831,67,44,1.11
9618,nexa,Nemanja Isaković,25,Serbia,OG,"G2, Valiance, Imperial",23191,21037,51.0%,76.5,4.4,1253,33161,1.1,0.7,0.13,0.63,0.1,0.11,15639,K - D diff.,2523,2509,1.01,0.92,73.2%,10.5%,17522,9932,4176,1242,264,25,16842,364,1715,3931,326,78,1.05
5388,rallen,Karol Rodowicz,28,Poland,,"Kinguin, AGO",33812,30796,43.0%,82.0,7.5,1757,46953,1.1,0.72,0.16,0.66,0.09,0.09,22894,K - D diff.,4845,4113,1.18,1.04,74.6%,14.9%,24059,14496,6246,1825,297,30,21723,3916,1780,5507,671,257,1.05
17145,Rainwaker,Aleks Petrov,21,Bulgaria,SKADE,SKADE,21206,19252,42.3%,77.1,4.5,1127,30404,1.1,0.7,0.13,0.63,0.08,0.1,14268,K - D diff.,2605,2454,1.06,0.96,72.2%,11.9%,16136,9022,3845,1139,233,29,16167,492,940,3358,263,57,1.1
10168,bottle,Lei Mao,28,China,,"Born Of Fire, Eclipse, Invictus, 5POWER, CyberZen",14489,13618,56.8%,79.5,3.6,768,19801,1.06,0.73,0.14,0.69,0.1,0.1,9641,K - D diff.,1995,1930,1.03,1.01,71.0%,13.9%,10160,6059,2550,816,198,18,10743,141,952,2511,152,21,1.05
2544,remix,Victor Monteiro,28,Brazil,ODDIK,"Liberty, Redemption POA, UNO MILLE",7551,6978,27.3%,71.7,2.0,398,10626,1.08,0.71,0.09,0.66,0.09,0.09,5061,K - D diff.,1275,942,1.35,1.12,74.5%,17.5%,5565,3220,1314,418,96,13,1140,4956,247,1168,43,16,1.07
10449,ISSAA,Issa Murad,25,Jordan,,"HellRaisers, OG",16229,14827,55.5%,75.7,3.6,870,22834,1.09,0.71,0.12,0.65,0.1,0.11,10968,K - D diff.,2234,1908,1.17,1.02,72.4%,13.9%,11866,7007,2867,903,176,15,12309,227,535,2959,219,43,1.05
3849,JW,Jesper Wecksell,27,Sweden,EYEBALLERS,fnatic,37544,35005,36.6%,76.2,4.0,1955,51388,1.07,0.73,0.14,0.68,0.08,0.08,24935,K - D diff.,7189,6363,1.13,1.16,76.3%,20.2%,26453,15449,6913,2130,407,36,14368,12911,1228,7496,602,1001,1.05
15940,Sobol,Kamil Sobolewski,24,Poland,HONORIS,"PACT, Wisla Krakow",15166,14052,52.1%,77.9,4.2,785,21220,1.08,0.71,0.13,0.66,0.08,0.08,10143,K - D diff.,1899,1811,1.05,0.97,69.2%,12.4%,11077,6398,2691,854,176,24,11123,231,1151,2466,179,56,1.09
19926,afro,Aurélien Drapier,23,France,HEET,"HEET, DBL PONEY, LDLC",10973,9994,34.8%,72.2,5.3,591,15808,1.1,0.69,0.11,0.63,0.08,0.09,7361,K - D diff.,1913,1554,1.23,1.11,74.1%,17.0%,8447,4657,1937,641,111,15,4043,4871,190,1701,175,55,1.08
14759,iM,Ivan Mihai,23,Romania,GamerLegion,"GamerLegion, Nexus",15214,14387,48.7%,82.2,3.7,768,20592,1.06,0.74,0.13,0.7,0.09,0.09,10122,K - D diff.,2427,2290,1.06,1.07,71.2%,16.8%,10470,6338,2725,843,183,33,11491,173,737,2617,135,98,1.11
11842,Ramz1kBO$$,Ramazan Bashizov,22,Kazakhstan,Golden Knights,"Tengri, Syman",8110,7557,33.8%,75.9,1.5,425,11070,1.07,0.73,0.1,0.68,0.07,0.08,5420,K - D diff.,1558,1275,1.22,1.18,73.4%,20.7%,5650,3377,1494,457,86,6,2720,3573,231,1528,57,11,1.09
7016,HZ,Zhen Huang,32,China,TSG,"TYLOO, CyberZen, AllGamers",9305,8614,49.4%,81.7,3.8,500,12856,1.08,0.72,0.17,0.67,0.13,0.12,6250,K - D diff.,1306,1254,1.04,1.01,74.7%,14.1%,6606,3935,1695,509,102,9,6800,46,659,1724,88,15,1.05
14602,Marcelious,Ole Kristian Langan,23,Norway,Oilers,"Apeks, 777, NOREG",9052,8397,31.2%,74.2,3.2,472,12716,1.08,0.71,0.1,0.66,0.1,0.11,6050,K - D diff.,1426,1194,1.19,1.07,74.1%,16.7%,6666,3819,1601,497,125,8,2402,4746,267,1543,84,32,1.08
2469,cajunb,René Borg,32,Denmark,ex-AGF,"North, TSM, OpTic, Dignitas",31980,29096,41.0%,73.5,3.1,1745,45680,1.1,0.7,0.12,0.64,0.09,0.1,21552,K - D diff.,4269,3762,1.13,1.0,74.5%,13.3%,24128,13704,5692,1795,329,32,19160,5310,1048,6084,326,91,1.05
5794,tabseN,Johannes Wodarz,27,Germany,BIG,"BIG, PENTA, MOUZ",37751,36211,49.0%,84.7,8.2,1953,51605,1.04,0.73,0.16,0.7,0.09,0.09,24485,K - D diff.,6162,6265,0.98,1.06,73.0%,17.2%,27120,14806,6775,2338,497,69,26945,2296,1304,6539,644,95,1.05
13054,zeph,Charlie Dodd,20,Australia,DGG,"ORDER, Chiefs, Ground Zero",10590,10011,48.4%,80.2,3.9,564,14357,1.06,0.74,0.13,0.7,0.1,0.1,7020,K - D diff.,1931,1927,1.0,1.12,72.9%,18.3%,7337,4348,1926,607,126,13,7208,1002,518,1726,128,44,1.11
964,mou,Rustem Telepov,30,Kazakhstan,,"Gambit, K23, HellRaisers, Syman",28048,25564,28.0%,73.9,4.0,1489,39475,1.1,0.71,0.11,0.65,0.08,0.09,18989,K - D diff.,4836,3930,1.23,1.11,74.3%,17.8%,20486,12087,5072,1536,274,20,6302,15808,813,4672,413,77,1.05
10994,stavn,Martin Lund,20,Denmark,Heroic,"Heroic, Fragsters",21743,20242,42.9%,81.1,4.1,1120,29840,1.07,0.73,0.14,0.68,0.09,0.1,14585,K - D diff.,3383,3138,1.08,1.06,73.7%,16.0%,15255,9161,3973,1193,233,25,14788,2122,969,3546,271,115,1.12
15369,REDSTAR,Hristiyan Pironkov,20,Bulgaria,ex-MAD Lions,"Fiend, Bpro",12310,11124,48.7%,74.8,4.3,657,17461,1.11,0.7,0.12,0.64,0.1,0.1,8386,K - D diff.,1756,1490,1.18,1.03,75.3%,14.4%,9075,5354,2273,634,117,8,7726,2197,215,2006,148,41,1.1
7528,KRIMZ,Freddy Johansson,28,Sweden,fnatic,fnatic,33075,30004,40.8%,76.4,4.2,1791,47130,1.1,0.7,0.15,0.64,0.09,0.1,22418,K - D diff.,4166,3869,1.08,0.97,74.4%,12.4%,24712,14335,5934,1795,321,33,24818,744,1307,5724,378,156,1.05
17504,KEi,Kamil Pietkun,21,Poland,FLET,"AVEZ, Anonymo, Sprout",12891,12282,46.3%,82.6,4.7,649,17432,1.05,0.74,0.14,0.7,0.09,0.09,8505,K - D diff.,2239,2167,1.03,1.1,72.4%,18.3%,8927,5242,2339,744,161,19,9774,202,704,2083,129,27,1.12
12018,TeSeS,René Madsen,21,Denmark,Heroic,"Heroic, Copenhagen Flames",15953,14907,55.3%,78.5,4.6,832,22223,1.07,0.72,0.14,0.67,0.11,0.12,10631,K - D diff.,2338,2269,1.03,1.02,73.0%,14.6%,11592,6664,2845,916,179,27,12450,161,615,2577,167,34,1.11
8513,yay,Jaccob Whiteaker,23,United States,,"Complexity, Orgless",12452,11848,46.7%,77.6,3.4,653,17182,1.05,0.72,0.13,0.69,0.1,0.11,8170,K - D diff.,2071,2084,0.99,1.07,74.1%,17.0%,9012,5001,2258,737,146,28,8085,1511,563,2162,122,26,1.05
11954,FASHR,Dion Derksen,26,Netherlands,ECSTATIC,"ECSTATIC, Lyngby Vikings, Defusekids",13998,13241,48.8%,79.4,5.4,731,19399,1.06,0.72,0.15,0.68,0.11,0.13,9218,K - D diff.,2156,2189,0.98,1.03,73.4%,15.8%,10181,5673,2509,855,163,18,10972,88,607,2144,208,20,1.11
17147,juanflatroo,Flatron Halimi,25,Kosovo,Bad News Eagles,"Bad News Eagles, BLINK, Secret",11595,11175,57.2%,83.1,5.4,575,15349,1.04,0.76,0.13,0.73,0.1,0.1,7622,K - D diff.,1759,1770,0.99,1.05,71.0%,16.1%,7727,4667,2097,710,136,12,9041,176,336,1910,147,20,1.1
12731,sdy,Viktor Orudzhev,25,Ukraine,Natus Vincere,Spirit,20009,18104,50.6%,76.6,4.1,1099,28808,1.11,0.69,0.13,0.63,0.1,0.11,13627,K - D diff.,2444,2320,1.05,0.96,73.3%,11.9%,15181,8772,3551,1103,179,22,14096,741,1463,3308,197,259,1.1
9258,SicK,Hunter Mims,23,United States,,"Rogue, Misfits, TSM",15002,13962,49.8%,77.7,2.6,795,20701,1.07,0.72,0.13,0.67,0.1,0.12,10078,K - D diff.,2213,2140,1.03,1.03,71.3%,15.1%,10623,6335,2739,843,145,16,10613,801,741,2714,134,33,1.05
8543,NEEX,Sebastian Trela,25,Poland,,"Izako Boars, ESC",8076,7502,31.3%,71.5,1.6,429,11195,1.08,0.72,0.09,0.67,0.08,0.1,5421,K - D diff.,1319,880,1.5,1.12,76.7%,18.6%,5774,3391,1503,436,84,7,2545,3905,181,1393,51,10,1.05
4076,Aerial,Jani Jussila,29,Finland,HAVU,"HAVU, ENCE",17911,16694,41.6%,78.5,2.7,943,25018,1.07,0.72,0.15,0.67,0.11,0.11,12006,K - D diff.,2860,2739,1.04,1.06,74.7%,16.3%,13012,7556,3256,952,223,19,14074,39,1083,2570,164,14,1.11
3997,loWel,Christian Garcia Antoran,25,Spain,,"Movistar Riders, PENTA, MOUZ",18549,16810,47.5%,75.8,4.5,1008,26413,1.1,0.7,0.13,0.64,0.09,0.11,12673,K - D diff.,1933,1661,1.16,0.93,74.3%,10.8%,13740,8159,3368,966,156,24,13621,302,1086,3346,204,33,1.05
15072,nin9,Yesuntumur Gantulga,24,Mongolia,IHC,"TIGER, Renewal, Mazaalai, IHC",7326,6646,36.6%,74.6,4.8,398,10487,1.1,0.7,0.11,0.63,0.08,0.09,5012,K - D diff.,1214,943,1.29,1.1,75.0%,16.9%,5475,3259,1276,401,68,8,2604,3064,357,1147,137,58,1.09
11748,raafa,Rafael Lima,28,Brazil,,"W7M, Keyd",11650,10558,27.4%,72.4,3.7,640,16832,1.1,0.69,0.11,0.63,0.07,0.08,7934,K - D diff.,1948,1683,1.16,1.08,76.3%,17.1%,8898,5105,2087,606,127,9,3059,5846,589,2008,157,29,1.07
13578,Grim,Michael Wince,21,United States,Complexity,"Liquid, Triumph, Dignitas, Spacestation",16813,16097,48.1%,78.1,3.5,892,23471,1.04,0.72,0.13,0.69,0.12,0.13,11013,K - D diff.,2331,2465,0.95,0.99,73.2%,14.1%,12458,6811,2923,991,257,31,12834,130,739,2992,146,17,1.1
13188,Zellsis,Jordan Montemurro,24,United States,,"Swole Patrol, Lazarus",11657,10854,46.4%,79.2,4.8,626,16210,1.07,0.72,0.15,0.67,0.1,0.11,7836,K - D diff.,1705,1715,0.99,1.02,75.4%,14.9%,8374,4949,2089,674,112,12,7896,583,960,2047,168,23,1.11
13239,Qikert,Alexey Golubev,23,Kazakhstan,Outsiders,"AVANGAR, Virtus.pro",23498,21535,56.3%,77.4,4.8,1269,33537,1.09,0.7,0.13,0.64,0.09,0.1,15888,K - D diff.,3552,3290,1.08,1.03,70.6%,14.1%,17649,10084,4290,1246,244,24,18090,322,1175,3607,278,88,1.11
11250,Flarich,Vadim Karetin,25,Latvia,EC Kyiv,"HellRaisers, pro100",19554,17753,55.3%,74.0,3.7,1069,28457,1.1,0.69,0.11,0.62,0.08,0.1,13288,K - D diff.,2124,1924,1.1,0.93,71.7%,10.7%,15169,8548,3471,1031,219,19,15374,128,650,3202,213,53,1.07
10589,rommi,Roman Golubev,29,Russia,Moralezz,"Spirit Academy, HOLLYWOOD, PLINK, 1337",9899,9295,50.8%,81.1,3.7,516,13467,1.06,0.74,0.14,0.69,0.08,0.1,6659,K - D diff.,1052,1053,1.0,0.93,72.6%,11.6%,6808,4185,1834,524,106,10,7534,57,367,1834,109,13,1.05
12937,WolfY,Adam Andersson,23,United States,ECSTATIC,"ECSTATIC, Lyngby Vikings, Secret Club",9790,8809,34.7%,71.3,3.0,529,14082,1.11,0.7,0.1,0.63,0.09,0.11,6755,K - D diff.,1615,1224,1.32,1.1,73.0%,16.6%,7327,4418,1742,499,89,7,3317,4460,378,1559,90,20,1.08
10892,MarKE,Edgar Maldonado,24,Mexico,,"Extra Salt, eUnited, Swole Patrol",16750,15402,53.1%,79.0,5.2,926,23830,1.09,0.7,0.15,0.65,0.11,0.12,11318,K - D diff.,2422,2286,1.06,1.01,73.9%,13.8%,12512,7185,3027,923,173,10,12507,304,689,2994,246,81,1.12
7964,cadiaN,Casper Møller,27,Denmark,Heroic,"Heroic, Rogue, SK",27065,24531,27.6%,73.3,4.6,1475,38976,1.1,0.69,0.11,0.63,0.09,0.08,18532,K - D diff.,4972,3775,1.32,1.14,75.3%,18.6%,20444,12006,4844,1390,268,24,6605,13070,2144,4790,367,172,1.04
13843,Lucky,Philip Ewald,19,Denmark,Tricked,"Tricked, Astralis",8479,7731,40.3%,71.0,2.8,454,12275,1.1,0.69,0.09,0.63,0.09,0.1,5748,K - D diff.,1320,1005,1.31,1.07,70.1%,15.4%,6527,3674,1515,466,88,5,2884,3894,144,1499,66,24,1.07
10610,refrezh,Ismail Ali,24,Denmark,Heroic,"Fragsters, Heroic, Copenhagen Flames, Tricked, OpTic",18323,16980,49.2%,75.1,3.4,978,26051,1.08,0.7,0.11,0.65,0.1,0.1,12351,K - D diff.,2432,2263,1.07,0.99,71.6%,13.0%,13700,7858,3274,987,204,28,13187,814,988,3113,215,54,1.08
8124,DavCost,Vadim Vasilyev,26,Russia,INDE IRAE,"INDE IRAE, Spirit, 1WIN",23631,21705,32.4%,73.8,3.2,1279,33713,1.09,0.7,0.12,0.64,0.09,0.09,16050,K - D diff.,3711,2752,1.35,1.08,74.3%,16.1%,17663,10292,4253,1219,258,28,5078,11946,1134,5142,290,78,1.04
11485,malta,Liam Schembri,26,Australia,VERTEX,"Grayhound, Chiefs, Renegades",17732,16298,39.6%,77.1,3.7,1004,25565,1.09,0.69,0.15,0.64,0.09,0.08,11968,K - D diff.,2470,2493,0.99,0.99,76.4%,12.9%,13597,7608,3183,970,187,20,12729,369,1400,2987,228,63,1.1
8394,Kjaerbye,Markus Kjærbye,24,Denmark,Endpoint,"North, Dignitas, Astralis",28608,26504,52.9%,78.5,3.9,1530,40253,1.08,0.71,0.14,0.66,0.09,0.1,19286,K - D diff.,3937,4085,0.96,0.99,73.8%,13.9%,20967,12196,5229,1544,293,24,22141,195,1006,4923,363,33,1.04
16647,Bwills,Brendan Williams,21,United States,Gaimin Gladiators,"Triumph, Infamous",14742,13762,51.0%,78.4,6.4,802,20805,1.07,0.71,0.15,0.66,0.12,0.14,9905,K - D diff.,1760,1732,1.02,0.95,73.1%,12.2%,10900,6267,2651,799,164,24,10900,197,911,2523,239,34,1.1
8248,jkaem,Joakim Myrbostad,28,Norway,Apeks,"Apeks, Renegades, FaZe, 100 Thieves",25423,24235,51.6%,80.2,3.7,1317,34768,1.05,0.73,0.14,0.7,0.11,0.11,16853,K - D diff.,4024,3779,1.06,1.06,73.7%,16.8%,17915,10444,4631,1446,299,33,19134,187,1158,4483,292,237,1.04
3055,flusha,Robin Rönnquist,28,Sweden,EYEBALLERS,fnatic,35063,32431,42.0%,81.1,9.2,1893,49688,1.08,0.71,0.17,0.65,0.09,0.08,23622,K - D diff.,4372,4035,1.08,0.97,75.3%,12.5%,26066,15014,6304,1887,383,34,23260,1373,2914,6307,1003,270,1.04
13229,Snakes,Ryan Amann,20,United States,ONET4P,"Spacestation, The Quest, SoaR",7426,6938,43.3%,77.4,4.6,410,10503,1.07,0.71,0.13,0.66,0.11,0.1,4989,K - D diff.,962,897,1.07,0.98,73.5%,13.2%,5514,3158,1326,414,81,10,4615,785,548,1372,98,30,1.09
8764,zewsy,Ryan Palmer,25,New Zealand,,"Tainted Minds, Chiefs, Winterfox",11142,10475,41.0%,79.0,3.4,618,15666,1.06,0.71,0.16,0.67,0.11,0.1,7441,K - D diff.,1564,1626,0.96,0.99,75.7%,14.1%,8225,4653,2034,618,115,21,8186,98,846,1883,117,32,1.04
15255,Swahn,Christopher Swahn,24,United States,,"iNTACT, Bad News Bears, Detonate, Bushido Boyz",7290,6722,25.7%,72.5,3.5,397,10421,1.08,0.7,0.1,0.65,0.1,0.1,4937,K - D diff.,1221,916,1.33,1.11,73.2%,18.0%,5484,3148,1311,402,66,10,1161,4695,184,1124,102,49,1.08
12699,STOMP,Daniel Płomiński,27,Poland,,"x-kom, Izako Boars, Illuminar, HONORIS",15139,13810,26.1%,73.3,3.9,809,21729,1.1,0.7,0.11,0.64,0.08,0.09,10363,K - D diff.,2654,2035,1.3,1.12,73.7%,18.1%,11366,6696,2735,766,155,11,2551,9550,371,2422,221,73,1.09
8604,aumaN,ZhiHong Liu,28,China,,ViCi,15892,14709,41.7%,80.9,5.8,874,22423,1.08,0.71,0.16,0.66,0.08,0.08,10799,K - D diff.,2329,2153,1.08,1.03,77.6%,14.7%,11624,6913,2890,805,173,18,10678,591,1946,2381,251,94,1.04
16612,n0rb3r7,David Danielyan,21,Russia,Outsiders,"K23, Winstrike, Syman",20651,19814,50.9%,79.7,4.2,1076,28750,1.04,0.72,0.13,0.69,0.08,0.07,13571,K - D diff.,3372,3298,1.02,1.06,70.7%,16.4%,15179,8339,3725,1199,275,33,14899,1015,973,3520,181,98,1.09
13230,motm,Ian Hardy,22,United States,ATK,"ATK, Cloud9",18189,17218,50.7%,76.2,3.2,958,25283,1.06,0.72,0.12,0.68,0.11,0.12,12204,K - D diff.,2754,2592,1.06,1.04,74.1%,15.7%,13079,7759,3174,1031,211,29,12955,1155,1023,2946,135,35,1.09
2644,Hiko,Spencer Martin,32,United States,,"Liquid, Rogue",16611,15079,53.9%,71.6,5.0,937,24398,1.1,0.68,0.14,0.62,0.1,0.11,11321,K - D diff.,1560,1391,1.12,0.89,76.9%,9.4%,13077,7327,2944,859,172,19,12322,242,565,2929,249,336,1.04
12564,Geniuss,Kritthee Sawatmuang,24,Thailand,,"Signature, Beyond, Lucid Dream",7345,7036,56.4%,78.5,3.3,398,10155,1.04,0.72,0.13,0.69,0.11,0.11,4847,K - D diff.,1227,1160,1.06,1.08,74.6%,17.2%,5308,2975,1358,411,94,9,5479,81,514,1213,68,13,1.11
2553,Snax,Janusz Pogorzelski,29,Poland,,"Virtus.pro, Anonymo",39509,36701,36.6%,74.8,4.4,2127,56083,1.08,0.7,0.13,0.65,0.08,0.08,26714,K - D diff.,6308,5876,1.07,1.05,73.8%,16.3%,29369,17049,7065,2156,402,42,20396,8929,2183,6728,638,680,1.04
9174,HSK,Hae-Sung Kim,27,Korea,,"MVP PK, MVP Project, GOSU",9678,8833,31.1%,75.2,4.5,540,13851,1.1,0.7,0.14,0.64,0.12,0.12,6660,K - D diff.,1480,1057,1.4,1.07,76.6%,15.5%,7191,4344,1712,515,81,8,3834,3315,470,1906,155,25,1.04
9612,Bubzkji,Lucas Andersen,24,Denmark,,"Tricked, Fragsters, MAD Lions, Astralis",15534,14571,50.8%,80.4,5.4,817,21619,1.07,0.72,0.14,0.67,0.09,0.1,10528,K - D diff.,2330,2104,1.11,1.04,73.0%,15.2%,11091,6710,2822,823,154,19,11047,874,837,2489,210,107,1.04
9043,ANDROID,Bradley Fodor,28,Canada,,"Complexity, Envy",15394,14358,50.7%,75.7,3.0,835,21741,1.07,0.71,0.13,0.66,0.1,0.12,10431,K - D diff.,1773,1746,1.02,0.94,69.8%,11.3%,11310,6617,2854,787,157,16,10775,609,737,2943,141,219,1.04
10842,KHTEX,Dener Barchfield,25,Brazil,Los Grandes,"Paquetá, Wild, Virtue",11128,10262,45.5%,75.1,4.3,618,15955,1.08,0.7,0.13,0.64,0.09,0.1,7624,K - D diff.,1557,1353,1.15,1.01,73.9%,13.5%,8331,4947,1995,546,127,9,7137,1499,612,1717,182,29,1.08
10870,kabal,Bat-Enkh Batbayar,27,Mongolia,IHC,"5POWER, TheMongolz, TIGER",15043,14018,45.9%,77.6,4.7,813,21372,1.07,0.7,0.13,0.66,0.08,0.09,10215,K - D diff.,1929,1794,1.08,0.98,74.3%,12.6%,11157,6539,2713,789,159,15,10285,819,845,2647,214,274,1.09
8957,LOVEYY,KunHua Bai,33,China,,"Flash, VG.CyberZen, VG.Flash",12939,12240,52.0%,78.0,3.5,708,17977,1.06,0.72,0.15,0.68,0.11,0.11,8707,K - D diff.,1950,1928,1.01,1.03,74.8%,14.9%,9270,5490,2368,691,150,8,8779,860,796,2280,119,129,1.04
11942,buster,Timur Tulepov,22,Kazakhstan,Virtus.pro,"AVANGAR, Virtus.pro",22503,20537,47.9%,73.5,3.5,1252,33082,1.1,0.68,0.12,0.62,0.08,0.09,15402,K - D diff.,3303,3029,1.09,1.01,74.3%,13.9%,17680,9966,4031,1169,212,24,15539,2389,636,3695,259,52,1.09
12317,fleav,Fodor Levente,21,Hungary,Budapest Five,"Budapest Five, GameAgents",10884,10448,40.0%,79.9,2.8,567,14903,1.04,0.73,0.13,0.7,0.09,0.1,7267,K - D diff.,1546,1485,1.04,1.02,71.5%,15.4%,7636,4546,1977,602,132,10,6725,1731,464,1886,91,23,1.08
16726,phzy,Love Smidebrant,19,Sweden,,"Young Ninjas, NIP",8450,7744,29.2%,72.0,2.6,461,12400,1.09,0.68,0.1,0.62,0.09,0.08,5769,K - D diff.,1213,1029,1.18,1.02,74.3%,14.6%,6631,3724,1505,454,76,10,2736,3909,181,1552,67,48,1.07
7443,twist,Simon Eliasson,27,Sweden,Finest,"GODSENT, fnatic, NIP",32522,30773,41.3%,76.7,5.0,1734,45940,1.06,0.71,0.14,0.67,0.09,0.09,21834,K - D diff.,5174,5113,1.01,1.04,73.0%,16.1%,24106,13847,5769,1806,360,52,16619,8144,1155,6023,479,167,1.04
16487,eraa,Sean Knutsson,20,Sweden,Young Ninjas,GamerLegion,11072,10401,33.5%,73.3,3.4,579,15674,1.06,0.71,0.1,0.66,0.08,0.09,7495,K - D diff.,1832,1524,1.2,1.09,71.6%,16.8%,8179,4783,2001,568,132,11,3661,5245,264,1785,121,35,1.06
18717,Lucaozy,Lucas Neves,20,Brazil,Sharks,"Sharks, DETONA, Reapers",7598,7082,50.7%,75.6,3.1,399,10815,1.07,0.7,0.11,0.65,0.1,0.1,5165,K - D diff.,1135,1135,1.0,1.02,72.7%,14.9%,5650,3316,1343,433,68,5,5686,430,218,1172,88,36,1.08
8138,Davidp,David Prins,27,Belgium,,"3DMAX, Heretics",14255,13246,39.7%,77.9,7.6,774,20539,1.08,0.69,0.14,0.64,0.07,0.08,9655,K - D diff.,1928,1923,1.0,0.98,75.1%,14.1%,10884,6129,2611,772,127,16,9318,739,1122,2278,310,507,1.03
839,tb,BingYuan Li,31,China,WDNMD,"VG.CyberZen, CyberZen, ViCi",11088,10380,49.9%,76.7,3.5,619,15737,1.07,0.7,0.15,0.66,0.11,0.11,7522,K - D diff.,1359,1332,1.02,0.96,77.1%,12.1%,8215,4803,2013,578,115,13,7448,313,1102,2090,115,45,1.03
4576,dEE,Miloš Marčeta,26,Serbia,KTRL,"lvlUP, 4glory, Juggernauts, BLUEJAYS",8385,7808,33.1%,72.6,2.9,449,11891,1.07,0.71,0.1,0.66,0.09,0.1,5715,K - D diff.,1333,1047,1.27,1.08,71.6%,16.5%,6176,3662,1528,443,72,10,2086,4246,512,1468,72,33,1.07
10557,land1n,Paulo Felipe,28,Brazil,Los Grandes,"paiN, Wild, Case, BigGods",13563,12364,31.0%,69.7,2.3,771,20177,1.1,0.67,0.11,0.61,0.08,0.09,9310,K - D diff.,2343,1737,1.35,1.1,74.3%,16.4%,10867,6055,2423,682,134,16,2757,7755,510,2413,101,54,1.03
8523,tarik,Tarik Celik,26,United States,,"CLG, Evil Geniuses, Cloud9, OpTic",26620,25304,37.8%,76.8,2.9,1438,37326,1.05,0.71,0.14,0.68,0.11,0.1,17847,K - D diff.,4197,3980,1.05,1.05,74.4%,15.9%,19479,11207,4876,1439,292,33,18462,2211,797,4839,241,126,1.03
9278,REZ,Fredrik Sterner,24,Sweden,NIP,"NIP, Epsilon",25076,23752,49.6%,78.3,3.9,1355,35650,1.06,0.7,0.14,0.67,0.1,0.1,16867,K - D diff.,3898,3763,1.04,1.04,73.0%,15.5%,18783,10715,4466,1344,313,29,18513,979,1004,4320,239,73,1.03
10705,Kntz,Krit Chaiprasit,24,Thailand,NKT,"NKT, Alpha Red, Beyond, NSPR",9693,9024,47.2%,75.5,2.8,531,13727,1.07,0.71,0.12,0.66,0.1,0.11,6642,K - D diff.,1086,990,1.1,0.94,70.6%,10.9%,7085,4302,1733,516,78,13,7478,103,449,1558,71,66,1.07
14171,rAge,Dmitry Bolotov,25,Ukraine,,"Hard Legion, Windigo Academy",6850,6166,31.8%,71.2,4.5,382,10184,1.11,0.67,0.1,0.61,0.07,0.09,4767,K - D diff.,1105,774,1.43,1.08,73.4%,16.2%,5417,3154,1206,346,59,2,1733,3560,164,1273,118,33,1.07
8998,JUST,Tiago Moura,26,Portugal,SAW,"SAW, OFFSET",16258,15385,55.3%,75.6,5.4,889,23444,1.06,0.69,0.13,0.66,0.09,0.11,10873,K - D diff.,2147,2008,1.07,0.98,71.7%,12.8%,12571,6831,2943,875,204,20,11910,343,856,2886,237,84,1.03
14148,sjuush,Rasmus Beck,23,Denmark,Heroic,"Heroic, Tricked, MAD Lions",14978,13998,52.4%,75.8,3.9,825,21810,1.07,0.69,0.13,0.64,0.1,0.11,10109,K - D diff.,2046,1897,1.08,0.99,72.7%,12.8%,11701,6437,2663,836,158,15,11236,326,865,2357,174,65,1.09
12092,max,Maximiliano Gonzalez,23,Uruguay,9z,"9z, Isurus, Furious",10448,9800,45.8%,79.1,4.3,561,14866,1.07,0.7,0.14,0.66,0.1,0.1,7086,K - D diff.,1610,1522,1.06,1.04,73.7%,15.2%,7780,4514,1906,555,98,13,8002,175,581,1600,99,30,1.11
10761,NK4Y,Nikola Radushev,26,Bulgaria,,"Outlaws, Bpro, ex-Epsilon",8697,8268,62.1%,76.3,3.6,480,12325,1.05,0.71,0.14,0.67,0.1,0.11,5862,K - D diff.,1052,974,1.08,0.96,75.6%,12.7%,6463,3740,1548,454,101,19,6093,210,496,1808,92,25,1.07
